2024-06-06 19:58:53,655 INFO    StreamThr :47457 [internal.py:wandb_internal():85] W&B internal server running at pid: 47457, started at: 2024-06-06 19:58:53.654819
2024-06-06 19:58:53,656 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status
2024-06-06 19:58:53,657 INFO    WriterThread:47457 [datastore.py:open_for_write():87] open: /Users/mariayuffa/semester-project-1/wandb/run-20240606_195846-73057jko/run-73057jko.wandb
2024-06-06 19:58:53,658 DEBUG   SenderThread:47457 [sender.py:send():378] send: header
2024-06-06 19:58:53,658 DEBUG   SenderThread:47457 [sender.py:send():378] send: run
2024-06-06 19:58:54,982 INFO    SenderThread:47457 [dir_watcher.py:__init__():211] watching files in: /Users/mariayuffa/semester-project-1/wandb/run-20240606_195846-73057jko/files
2024-06-06 19:58:54,982 INFO    SenderThread:47457 [sender.py:_start_run_threads():1123] run started: 73057jko with start time 1717696732.737335
2024-06-06 19:58:54,990 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: check_version
2024-06-06 19:58:54,990 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: check_version
2024-06-06 19:58:55,064 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: run_start
2024-06-06 19:58:55,065 DEBUG   HandlerThread:47457 [system_info.py:__init__():26] System info init
2024-06-06 19:58:55,065 DEBUG   HandlerThread:47457 [system_info.py:__init__():41] System info init done
2024-06-06 19:58:55,065 INFO    HandlerThread:47457 [system_monitor.py:start():194] Starting system monitor
2024-06-06 19:58:55,065 INFO    SystemMonitor:47457 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-06 19:58:55,065 INFO    HandlerThread:47457 [system_monitor.py:probe():214] Collecting system info
2024-06-06 19:58:55,066 INFO    SystemMonitor:47457 [interfaces.py:start():188] Started cpu monitoring
2024-06-06 19:58:55,070 INFO    SystemMonitor:47457 [interfaces.py:start():188] Started disk monitoring
2024-06-06 19:58:55,072 INFO    SystemMonitor:47457 [interfaces.py:start():188] Started gpuapple monitoring
2024-06-06 19:58:55,074 INFO    SystemMonitor:47457 [interfaces.py:start():188] Started memory monitoring
2024-06-06 19:58:55,074 INFO    SystemMonitor:47457 [interfaces.py:start():188] Started network monitoring
2024-06-06 19:58:55,361 DEBUG   HandlerThread:47457 [system_info.py:probe():150] Probing system
2024-06-06 19:58:55,361 DEBUG   HandlerThread:47457 [system_info.py:_probe_git():135] Probing git
2024-06-06 19:58:55,375 DEBUG   HandlerThread:47457 [system_info.py:_probe_git():143] Probing git done
2024-06-06 19:58:55,376 DEBUG   HandlerThread:47457 [system_info.py:probe():198] Probing system done
2024-06-06 19:58:55,376 DEBUG   HandlerThread:47457 [system_monitor.py:probe():223] {'os': 'macOS-14.4.1-arm64-arm-64bit', 'python': '3.12.3', 'heartbeatAt': '2024-06-06T17:58:55.361234', 'startedAt': '2024-06-06T17:58:46.435434', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/marindigen/semester-project.git', 'commit': '6cde453ddb3c3b3cf5e84f7cad8b19f6f1a84fce'}, 'email': 'mariia.iuffa@gmail.com', 'root': '/Users/mariayuffa/semester-project-1', 'host': 'eduroam-269-0-165.epfl.ch', 'username': 'mariayuffa', 'executable': '/Users/mariayuffa/semester-project-1/.venv/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3504, 'min': 702, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 702, 'max': 3504}], 'disk': {'/': {'total': 460.4317207336426, 'used': 12.54928970336914}}, 'gpuapple': {'type': 'Apple M2 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-06-06 19:58:55,376 INFO    HandlerThread:47457 [system_monitor.py:probe():224] Finished collecting system info
2024-06-06 19:58:55,376 INFO    HandlerThread:47457 [system_monitor.py:probe():227] Publishing system info
2024-06-06 19:58:55,376 INFO    HandlerThread:47457 [system_monitor.py:probe():229] Finished publishing system info
2024-06-06 19:58:55,377 DEBUG   SenderThread:47457 [sender.py:send():378] send: files
2024-06-06 19:58:55,377 INFO    SenderThread:47457 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-06 19:58:55,421 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: python_packages
2024-06-06 19:58:55,421 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: python_packages
2024-06-06 19:58:55,422 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: stop_status
2024-06-06 19:58:55,422 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: stop_status
2024-06-06 19:58:55,835 DEBUG   SenderThread:47457 [sender.py:send():378] send: telemetry
2024-06-06 19:58:55,987 INFO    Thread-24 :47457 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/mariayuffa/semester-project-1/wandb/run-20240606_195846-73057jko/files/requirements.txt
2024-06-06 19:58:55,988 INFO    Thread-24 :47457 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/mariayuffa/semester-project-1/wandb/run-20240606_195846-73057jko/files/wandb-metadata.json
2024-06-06 19:58:56,123 INFO    wandb-upload_0:47457 [upload_job.py:push():130] Uploaded file /var/folders/mg/44g5ch495hdc8x4_5mq3dsdm0000gn/T/tmpp7fg3ol2wandb/bgrk5b7u-wandb-metadata.json
2024-06-06 19:58:58,849 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:03,867 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:08,881 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:10,423 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: stop_status
2024-06-06 19:59:10,423 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: stop_status
2024-06-06 19:59:14,682 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:19,692 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:24,715 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:25,084 INFO    Thread-24 :47457 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/mariayuffa/semester-project-1/wandb/run-20240606_195846-73057jko/files/config.yaml
2024-06-06 19:59:25,429 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: stop_status
2024-06-06 19:59:25,430 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: stop_status
2024-06-06 19:59:29,098 INFO    Thread-24 :47457 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/mariayuffa/semester-project-1/wandb/run-20240606_195846-73057jko/files/output.log
2024-06-06 19:59:30,386 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:31,104 INFO    Thread-24 :47457 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/mariayuffa/semester-project-1/wandb/run-20240606_195846-73057jko/files/output.log
2024-06-06 19:59:35,407 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:40,424 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:40,433 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: stop_status
2024-06-06 19:59:40,433 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: stop_status
2024-06-06 19:59:45,627 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:50,643 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:55,077 DEBUG   SystemMonitor:47457 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-06 19:59:55,078 DEBUG   SenderThread:47457 [sender.py:send():378] send: telemetry
2024-06-06 19:59:55,078 DEBUG   SenderThread:47457 [sender.py:send():378] send: stats
2024-06-06 19:59:55,438 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: stop_status
2024-06-06 19:59:55,439 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: stop_status
2024-06-06 19:59:55,710 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 19:59:56,201 INFO    Thread-24 :47457 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/mariayuffa/semester-project-1/wandb/run-20240606_195846-73057jko/files/config.yaml
2024-06-06 20:00:00,933 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:05,949 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:10,443 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: stop_status
2024-06-06 20:00:10,444 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: stop_status
2024-06-06 20:00:11,027 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:16,036 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:21,049 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:25,082 DEBUG   SenderThread:47457 [sender.py:send():378] send: stats
2024-06-06 20:00:25,444 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: stop_status
2024-06-06 20:00:25,444 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: stop_status
2024-06-06 20:00:26,681 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:31,703 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:36,712 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:40,448 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: stop_status
2024-06-06 20:00:40,449 DEBUG   SenderThread:47457 [sender.py:send_request():405] send_request: stop_status
2024-06-06 20:00:41,766 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:46,798 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
2024-06-06 20:00:51,826 DEBUG   HandlerThread:47457 [handler.py:handle_request():158] handle_request: status_report
